pre,post,n
864691135866798556,864691135124690471,1
864691135858603566,864691135124690471,1
864691136175013382,864691135118186461,1
864691135740009620,864691135118186461,1
864691136483903532,864691135118186461,1
864691135067944516,864691135119891165,1
864691135889502345,864691135118186461,1
864691135989345536,864691135118458845,1
864691136086705260,864691135118831325,1
864691136086705260,864691135115424665,1
864691136111408312,864691135119924189,1
864691135546339880,864691135124690471,1
864691135858626606,864691135124690471,6
864691136335208883,864691135124690471,1
864691136927491146,864691135118651101,3
864691135912195497,864691135119924189,1
864691136927491146,864691135118831325,1
864691135779796669,864691135114175129,1
864691134941412707,864691135124690471,1
864691136195802344,864691135123029287,1
864691136238870844,864691135115424665,1
864691136314120765,864691135119924189,1
864691135997680042,864691135119924189,1
864691136662536158,864691135122769191,1
864691135082328567,864691135118186461,1
864691135215417400,864691135115424665,1
864691136009448364,864691135122799399,1
864691135817195343,864691135124690471,1
864691135335364073,864691135118565085,1
864691136486800146,864691135123358503,1
864691135777175213,864691135123358503,1
864691135518377427,864691135123358503,1
864691135341610161,864691135123358503,1
864691135764263222,864691135123358503,1
864691135343427525,864691135123358503,1
864691135943820916,864691135119120349,1
864691135361089880,864691135124690471,1
864691135700272674,864691135123342887,1
864691135974883183,864691135119891165,1
864691135215217280,864691135114679705,1
864691136379126485,864691135118446813,1
864691136740790108,864691135118128861,1
864691135394959349,864691135123951655,1
864691135577944094,864691135124690471,1
864691135568810476,864691135124690471,1
864691136299034139,864691135124690471,1
864691136011733934,864691135124690471,1
864691136927859530,864691135124690471,1
864691136925094628,864691135124690471,1
864691135938291204,864691135124690471,1
864691135778435501,864691135123330855,1
864691135569592300,864691135124690471,1
864691135210178169,864691135124690471,1
864691137055724150,864691135124690471,1
864691135764678198,864691135119924189,1
864691135343974321,864691135124690471,1
864691136438775966,864691135119270109,1
864691135384773850,864691135124690471,1
864691136288644291,864691135124690471,1
864691136013756323,864691135119924189,1
864691134919748362,864691135123951655,1
864691135388984961,864691135115424665,1
864691135395410677,864691135115233945,1
864691135060882843,864691135124690471,2
864691135942322433,864691135124690471,1
864691135990004992,864691135124690471,1
864691135609718535,864691135124690471,2
864691135579100165,864691135132769696,1
864691135084221687,864691135124690471,2
864691135210178169,864691135118847197,1
864691136026234169,864691135124690471,1
864691135013965974,864691135123180583,1
864691135013464214,864691135123621159,1
864691135732172692,864691135118186461,1
864691136238167356,864691135118741725,1
864691135538071666,864691135118741725,1
864691135456694634,864691135118741725,1
864691135472975410,864691135118741725,1
864691137196897857,864691135118741725,1
864691135755197133,864691135118741725,1
864691135581915245,864691135118741725,2
864691135948462433,864691135118741725,1
864691135511604432,864691135118741725,1
864691136119354904,864691135118741725,1
864691135724222635,864691135118741725,1
864691135585917820,864691135118741725,1
864691136418648215,864691135122836263,1
864691135946389028,864691135122836263,1
864691135503550813,864691135122836263,1
864691136050854131,864691135122836263,1
864691135274598117,864691135122836263,1
864691135941933940,864691135122836263,1
864691135575132958,864691135122836263,1
864691136673676167,864691135122836263,1
864691136664648158,864691135122836263,1
864691135996158378,864691135122836263,1
864691135491867743,864691135122836263,1
864691135991801025,864691135122836263,1
864691135911242409,864691135132671904,1
864691135810666525,864691135119924189,1
864691136053225715,864691135118456797,1
864691135164408365,864691135118456797,1
864691135118741725,864691135118565085,1
864691135059558811,864691135118741725,1
864691135939645444,864691135118741725,2
864691135848874846,864691135118741725,1
864691135511493328,864691135118741725,1
864691135566023511,864691135118741725,1
864691136092658356,864691135118741725,1
864691135213856056,864691135118741725,1
864691135273266193,864691135118741725,1
864691135685082807,864691135118741725,1
864691135273264657,864691135118741725,1
864691135840112019,864691135118741725,1
864691135123807271,864691135118186461,1
864691135123339047,864691135118186461,1
864691135342115761,864691135124690471,1
864691135837743763,864691135118756573,1
864691136334844083,864691135118741725,1
864691135385133035,864691135118741725,1
864691135309186630,864691135118456797,1
864691136619746267,864691135118456797,1
864691136020220664,864691135124690471,1
864691135616565451,864691135115122585,1
864691135987883779,864691135118571997,1
864691136136940413,864691135122346023,1
864691135307855942,864691135132671904,1
864691136091569719,864691135118229725,1
864691135397617697,864691135124690471,1
864691135511557641,864691135124690471,1
864691136196383190,864691135124690471,1
864691136176985094,864691135119866845,1
864691135877885779,864691135118831325,1
864691135472963890,864691135118658269,1
864691134885810426,864691135123227687,1
864691136865199470,864691135118741725,1
864691135639910971,864691135118741725,1
864691136117097380,864691135118741725,1
864691135569524716,864691135118741725,1
864691135808625181,864691135118456797,1
864691135163546157,864691135123275303,1
864691135492308327,864691135118456797,1
864691135715713562,864691135118456797,1
864691135576204574,864691135118491357,1
864691136990850709,864691135118491357,1
864691135866771582,864691135114582681,1
864691136914555121,864691135124538151,1
864691136237888060,864691135118756573,1
864691135778116013,864691135124690471,1
864691136597043106,864691135119924189,1
864691135106557517,864691135124690471,1
864691135397055733,864691135124690471,1
864691135520077450,864691135124690471,1
864691134940890211,864691135124690471,1
864691135765018934,864691135124690471,1
864691135876952915,864691135124690471,2
864691136438311582,864691135124690471,1
864691136176985094,864691135124209447,1
864691135349103063,864691135118658269,1
864691136537349282,864691135118658269,1
864691136362188258,864691135118658269,1
864691136602538449,864691135118658269,1
864691135272218021,864691135118658269,1
864691136422825775,864691135118658269,1
864691136009428396,864691135118658269,1
864691136314491965,864691135118658269,1
864691135491093607,864691135118658269,1
864691135119726301,864691135118658269,1
864691136010302124,864691135124690471,1
864691135765061942,864691135124690471,1
864691136229435217,864691135124690471,1
864691136912015089,864691135119866845,1
864691137016657262,864691135122769191,1
864691135936853507,864691135122769191,1
864691135577617694,864691135115424665,1
864691136973979676,864691135123358503,1
864691136652239869,864691135122769191,1
864691136275061438,864691135124690471,1
864691135810527773,864691135124690471,1
864691135757196242,864691135124690471,1
864691135943147380,864691135124690471,1
864691135738473841,864691135124690471,1
864691135726481727,864691135118658269,1
864691135773675339,864691135118658269,1
864691135754465741,864691135118658269,1
864691135975490671,864691135118658269,1
864691136275721997,864691135118658269,1
864691136906749294,864691135118658269,1
864691135442668872,864691135124690471,1
864691135346975135,864691135124690471,1
864691135346604447,864691135114175129,1
864691135864746972,864691135118629597,1
864691135579407877,864691135119991261,1
864691137056053366,864691135123285031,1
864691135584019053,864691135124538151,1
864691136389067280,864691135123951655,1
864691135386232405,864691135122836263,1
864691136138695549,864691135122836263,1
864691136237505852,864691135122836263,1
864691135448350354,864691135122836263,1
864691135488282426,864691135122836263,1
864691135876956499,864691135122836263,1
864691135841478627,864691135118527709,1
864691136024751161,864691135123951655,1
864691136973979676,864691135119866845,1
864691137199860033,864691135123285031,1
864691135417004474,864691135124690471,1
864691135492595807,864691135124690471,1
864691135162585389,864691135124690471,1
864691135757242066,864691135124690471,1
864691136373149064,864691135124690471,1
864691136990911381,864691135114911385,1
864691135309486662,864691135119991261,2
864691135912410281,864691135118722269,1
864691136391023120,864691135124401191,1
864691136966116814,864691135123045927,1
864691135928477966,864691135124538151,1
864691135518399114,864691135122836263,1
864691135213698176,864691135122836263,1
864691136379711957,864691135122836263,1
864691136195735116,864691135122836263,1
864691135082916599,864691135122836263,1
864691135576165150,864691135122836263,1
864691135058995611,864691135118629597,1
864691135567192087,864691135132769696,1
864691135375430985,864691135124690471,1
864691135375430985,864691135114628505,1
864691135211125184,864691135124690471,1
864691135725748139,864691135124690471,1
864691136139027581,864691135124690471,1
864691136118422040,864691135123358503,1
864691137056098166,864691135123358503,1
864691135946587940,864691135123358503,1
864691135409523401,864691135122731815,1
864691135404765166,864691135124538151,1
864691135969582181,864691135119924189,1
864691136742921308,864691135124401191,1
864691136005322698,864691135122318119,1
864691135342803377,864691135123358503,1
864691136136356747,864691135123726119,1
864691136968018382,864691135119866845,1
864691135865844862,864691135118831325,1
864691135102527520,864691135119991261,1
864691135102527520,864691135119270109,1
864691136372154504,864691135124538151,1
864691135655687618,864691135117836509,1
864691135655687618,864691135114911385,1
864691136297723163,864691135123162407,1
864691136042350422,864691135132937888,2
864691135591886347,864691135119120349,1
864691135725001387,864691135118658269,1
